AlWuzEre 228
-1.5 -1 1 -1.5 1 1
-1.5 -1 1 -1.5 -1 -1
-1.5 -1 1 -1 -1 1
-1.5 1 1 -1 1 1
-1.5 1 1 -1.5 1 -1
-1.5 1 1 1.5 1 1
1 -1 1 1 -1 -1
1 -1 1 1 1 1
1 -1 1 1 .75 1
1 -1 -1 1 1 -1
1 -1 -1 1 .75 -1
-1 1 -1 1 1 -1
-1 1 -1 -1 .75 -1
1 1 -1 1 .75 -1
-1 1 1 1 1 1
-1 1 1 -1 .75 1
1 1 1 1 .75 1
-1 .75 -1 1 .75 -1
-1 .75 -1 -1 .75 1
1 .75 -1 1 .75 1
1 .75 1 -1 .75 1
-1.5 1 -1 -1 1 -1
-1.5 1 -1 -1.5 -1 -1
-1.5 1 -1 1.5 1 -1
-1.5 -1 -1 -1 -1 -1
1.5 1 1 1 1 1
1.5 1 1 1.5 1 -1
1.5 1 1 1.5 -1 1
1.5 1 -1 1 1 -1
1.5 1 -1 1.5 -1 -1
1.5 -1 -1 1 -1 -1
1.5 -1 -1 1.5 -1 1
1.5 -1 1 1 -1 1
-1 -1 -1 -1 1 -1
-1 -1 -1 -1 .75 -1
-1 -1 -1 -1 -1 1
-1 -1 1 -1 1 1
-1 -1 1 -1 .75 1
